,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
58,Glenfiddich Experimental Series - Project XX,"['lot', 'wood', 'clove', 'cinnamon', 'vanilla', 'tingly', 'wood', 'tannin', 'sweet', 'fudge']","['bit', 'beastie', 'lot', 'wood', 'toffee', 'orange_peel', 'clearly', 'cask', 'action']","['long', 'espresso', 'dark_chocolate']",49.93,Speyside Whisky,Glenfiddich,Glenfiddich,,47.0,,,,,,,,,,,,,,
59,Dalmore Port Wood Reserve,"['chocolate', 'wave', 'fruit', 'stem_ginger', 'earth', 'bitter', 'later', 'runny_honey']","['clove', 'orange', 'rich', 'raspberry', 'sponge_cake']","['roast', 'chestnut', 'gingerbread', 'tobacco']",68.15,Highland Whisky,Dalmore,Dalmore,,46.5,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Bunnahabhain 18 Year Old,"['dense', 'rich', 'sherry', 'coastal', 'salt', 'second', 'wave', 'roast_chestnut', 'gentle', 'wood', 'spice']","['salted_caramel', 'sticky_toffee', 'pudding', 'nutmeg', 'time', 'leather']","['woodspice', 'mixed', 'spice', 'finish', 'length', 'salt', 'sherry']",137.59,Islay Whisky,Bunnahabhain,Bunnahabhain,18.0,46.3,False,,,,,,,,,,,,,
61,Glenkinchie 12 Year Old,"['fruit', 'mix', 'fruit', 'dessert_wine', 'apple', 'peel', 'honey', 'oak', 'late']","['light', 'aromatic', 'barley', 'malt', 'almond', 'hazelnuts', 'manuka_honey', 'beeswax']","['medium_length', 'finish', 'barley', 'freshly_grass']",45.8,Lowland Whisky,Glenkinchie,Glenkinchie,12.0,43.0,,,,,,,,,,,,,,
62,Ardbeg 10 Year Old,"['sweet', 'vanilla', 'lemon', 'lime', 'ardbeg', 'smoke', 'love']","['ridge', 'vanilla', 'mountain', 'peat', 'citrus', 'fruit', 'cloud', 'sea_spray']","['long', 'glorious', 'sea', 'caramel', 'beach_bonfire', 'smoke']",45.75,Islay Whisky,Ardbeg,Ardbeg,10.0,46.0,False,,,,,,,,,,,,,
63,Edradour 10 Year Old 2011 (cask 241) - Un-Chillfiltered Collection (Signatory),"['chocolate', 'raisin', 'baking_spice', 'festive', 'biscuit', 'nut', 'oil', 'malt', 'oak']","['rich', 'fruitcake', 'spice', 'whiff', 'fig_date', 'sherry', 'oak']","['pepper', 'spice', 'vanilla', 'dark', 'cocoa', 'cinnamon', 'fruit']",62.44,Highland Whisky,Edradour,Signatory,10.0,46.0,,,,,,,,,,,,,,
64,Laphroaig Select,"['peat', 'easy', 'bright', 'lemon', 'green_apple', 'mint', 'darker', 'baking_spice']","['classic', 'medicinal_peat', 'citrus', 'y', 'chocolate', 'y', 'sweet', 'soft', 'barley']","['medium_length', 'peat', 'sight']",32.97,Islay Whisky,Laphroaig,Laphroaig,,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,Oban 12 Year Old (Special Release 2021),"['hell', 'initially', 'szechuan', 'pepper', 'clove', 'spice', 'fruit', 'subtle', 'vanilla']","['restrained', 'subtly', 'maritime', 'distant', 'smoke', 'seaweed', 'iodine']","['long', 'cream', 'custard']",120.39,Highland Whisky,Oban,Oban,12.0,56.2,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Glenfarclas 30 Year Old,"['thick', 'cream', 'sherry', 'butter', 'malt_loaf', 'herbal', 'fresh']","['rich', 'dark', 'sherry', 'sugared_peel', 'zest', 'rubber']","['long', 'rubber', 'tail']",479.22,Speyside Whisky,Glenfarclas,Glenfarclas,30.0,43.0,,,,,,,,,,,,,,
67,Glenfarclas 10 Year Old,"['winter_spice', 'fruitcake', 'toffee', 'smoke']","['lot', 'sherry', 'juicy', 'honey', 'toffee', 'cream', 'malt', 'barley']","['long', 'fruit', 'oak']",37.6,Speyside Whisky,Glenfarclas,Glenfarclas,10.0,40.0,,,,,,,,,,,,,,
68,Aberfeldy 12 Year Old,"['sweet', 'malt', 'gentle', 'peat', 'nonetheless', 'mouth', 'clean', 'vanilla', 'peach', 'cream', 'subtle', 'oak']","['cream', 'sherry', 'fruit', 'smoke', 'prune', 'custard', 'espresso_bean']","['ginger', 'malt', 'nutty', 'nougat', 'maybe', 'grapefruit', 'zest']",40.08,Highland Whisky,Aberfeldy,Aberfeldy,12.0,40.0,,,,,,,,,,,,,,
69,Ardbeg Wee Beastie 5 Year Old,"['pleasantly', 'sweet', 'salt', 'citrus', 'oil', 'orchard_fruit', 'present', 'unmistakable', 'dark', 'berry', 'tart', 'plenty', 'damp', 'peat', 'dry', 'wood', 'smoke', 'depth', 'pepper', 'steak', 'creosote', 'clove', 'liquorice', 'juicy', 'sweet', 'lychee', 'peach', 'caramel']","['sea_spray', 'rock_pool', 'malt', 'bonfire', 'wood', 'initially', 'wave', 'sweet', 'slightly', 'vegetal', 'smoke', 'power', 'brown_sugar', 'pear_drop', 'vanilla', 'apple', 'sweet', 'spare', 'rib', 'lemon_sherbet', 'black_pepper', 'wood_shaving', 'musty', 'like', 'seaside', 'bonfire']","['finish', 'exceptionally', 'long', 'oil', 'bit', 'lemon_sherbet', 'great', 'big', 'whiff', 'freshly', 'peat', 'honest', 'beach']",42.36,Islay Whisky,Ardbeg,Ardbeg,5.0,47.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,Ledaig 10 Year Old,"['rich', 'spice', 'smoke', 'gathering', 'charred_oak', 'peat', 'quiet', 'dry', 'black_pepper', 'earth']","['light', 'balanced', 'soft', 'peat', 'gentle', 'smoke', 'barley', 'malt', 'extract', 'walnut', 'pine_oil', 'iodine', 'fruit', 'nut']","['medium_length', 'slightly', 'spice']",42.2,Island Whisky,Tobermory,Tobermory,10.0,46.3,,,,,,,,,,,,,,
71,Highland Park 12 Year Old - Viking Honour,"['pleasant', 'depth_substratum', 'orange_lie', 'granary_toast', 'green_tea', 'jasmine_sweet']","['fresh', 'clean', 'aromatic', 'floral', 'sense', 'light_grassy', 'cream', 'manuka_honey', 'juicy', 'citrus', 'cream', 'balanced', 'sweet']","['long', 'pepper', 'spice', 'wood_shaving']",34.85,Island Whisky,Highland Park,Highland Park,12.0,40.0,,,,,,,,,,,,,,
72,Highland Park 12 Year Old (35cl),"['pleasant', 'depth_substratum', 'orange_lie', 'granary_toast', 'green_tea', 'jasmine_sweet']","['fresh', 'clean', 'aromatic', 'floral', 'sense', 'light_grassy', 'cream', 'manuka_honey', 'juicy', 'citrus', 'cream', 'balanced', 'sweet']","['long', 'pepper', 'spice', 'wood_shaving']",20.62,Island Whisky,Highland Park,Highland Park,,40.0,,,,,,,,,,,,,,
73,Deanston 12 Year Old,"['soft', 'nutty', 'caramel', 'oak']","['light', 'cereal', 'zest', 'orange', 'marmalade', 'barley']","['soft', 'abrupt', 'caramel']",43.11,Highland Whisky,Deanston,Deanston,12.0,46.3,False,,,,,,,,,,,,,
74,Glencadam 10 Year Old,"['beauty', 'balanced', 'tart', 'fruit', 'freshly', 'hay', 'vanilla', 'sweet']","['aromatic', 'fresh', 'hay', 'fruit', 'gentle', 'wood', 'influence', 'light', 'vanilla', 'spice']","['long', 'gentle', 'barley', 'malt', 'fruit']",38.92,Highland Whisky,Glencadam,Glencadam,10.0,46.0,False,,,,,,,,,,,,,
75,Balblair 15 Year Old,"['fruit', 'apple', 'dark_chocolate', 'shaving', 'ginger']","['honey', 'apple', 'citrus', 'fresh', 'coffee', 'walnut', 'cake']","['curaçao', 'orange', 'oak', 'date']",85.14,Highland Whisky,Balblair,Balblair,15.0,46.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Ledaig 18 Year Old,"['grass', 'peat', 'sea_breeze', 'tow', 'almond', 'butter', 'lemon_zest', 'biscuit_dough', 'honeydew_melon']","['honey', 'earth', 'mineral', 'smoke', 'slightly', 'chocolate', 'orange', 'oil', 'tropical_fruit', 'juice', 'background']","['toasted', 'barley', 'salt', 'liquorice']",91.61,Island Whisky,Tobermory,Tobermory,18.0,46.3,,,,,,,,,,,,,,
77,Aberfeldy 16 Year Old,"['rounded', 'mellow', 'lazy', 'apple', 'soon', 'clementine', 'segment', 'honey', 'toast', 'spark', 'ginger']","['raisin', 'cinnamon', 'butterscotch', 'caramel', 'apple_slice', 'floral', 'malt']","['waxy_peel', 'oak']",62.95,Highland Whisky,Aberfeldy,Aberfeldy,16.0,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,Caol Ila 12 Year Old,"['oil', 'tar', 'elegant', 'smoke', 'sweet']","['fresh', 'herbal', 'peppermint', 'leave', 'stemmy', 'damp', 'grass', 'oil', 'cigar_leave', 'ham', 'lemon', 'harbour']","['long', 'pepper', 'warmth', 'smoke']",42.94,Islay Whisky,Caol Ila,Caol Ila,12.0,43.0,,,,,,,,,,,,,,
79,Caperdonich 18 Year Old Peated - Secret Speyside Collection,"['fiery', 'peat', 'toasted', 'brown_sugar', 'fruit']","['apricot', 'orange_peel', 'muted', 'smoke', 'layer', 'toffee']","['slightly', 'butter', 'savoury']",131.85,Speyside Whisky,Caperdonich,Caperdonich,18.0,48.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Tomatin 12 Year Old,"['oak', 'y', 'vanilla', 'fresh', 'mint', 'stem_ginger', 'orange_peel']","['butter', 'raisin', 'almond', 'soon']","['currant_bun', 'raspberry_jam', 'barley']",41.17,Highland Whisky,Tomatin,Tomatin,12.0,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,Octomore 10.2 8 Year Old,"['honeyed_cereal', 'juicy', 'peach', 'pear', 'kick', 'earth', 'peat', 'way']","['charred', 'lemon', 'bbq', 'fragrant', 'malt', 'maple_syrup', 'pancake']","['citrus', 'zest', 'return', 'plus', 'mango', 'meat', 'barley', 'red', 'pepper', 'flake']",162.76,Islay Whisky,Bruichladdich,Bruichladdich,8.0,56.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,Cragganmore 12 Year Old,"['rich', 'honey', 'stone_fruit', 'chestnut', 'walnut', 'almond', 'berry']","['aromatic', 'floral', 'heather', 'fruit_salad', 'cream', 'texture', 'almond', 'stemmy', 'hay']","['good_length', 'delicate', 'pepper', 'spice']",43.11,Speyside Whisky,Cragganmore,Cragganmore,12.0,40.0,,,,,,,,,,,,,,
83,Tamdhu 28 Year Old - Batch 1 (That Boutique-y Whisky Company),"['subtly', 'power', 'deep', 'sherry', 'flavour', 'fig', 'spice', 'wood', 'tannin', 'rich', 'lick', 'treacle', 'toffee', 'lift', 'dry', 'fruitcake', 'oily_walnut', 'polished', 'oak', 'sublime', 'texture', 'tart', 'sharp', 'green_apple', 'rancio', 'element']","['sultanas', 'apricot_jam', 'pineapple_chunk', 'dust', 'malt', 'apple', 'butter', 'polished_oak', 'vanilla', 'custard', 'almond_croissant', 'raw', 'cinnamon', 'lemon_zest', 'crisp', 'barley', 'sugar', 'cereal', 'light', 'whimsical', 'edge']","['consistent', 'bitter', 'grapefruit', 'peel', 'almond', 'butter']",279.71,Speyside Whisky,Tamdhu,That Boutique-y Whisky Company,28.0,46.8,,,,,,,,,,,,,,
84,Old Pulteney 15 Year Old,"['salted_caramel', 'cookie', 'green_apple', 'sharp', 'sea_salt', 'straw']","['toffee', 'coffee', 'sultanas', 'balanced', 'sweet', 'toffee', 'sea_spray']","['chocolate', 'red_chilli', 'spiced', 'rum', 'warmth']",79.4,Highland Whisky,Pulteney,Pulteney,15.0,46.0,,,,,,,,,,,,,,
85,Bowmore 12 Year Old,"['rounded', 'honeyed', 'initially', 'vanilla', 'perfumed', 'smoke', 'coastal', 'element', 'dark', 'peat', 'blossom', 'oil', 'sweet']","['coastal', 'smoke', 'ash', 'soon', 'way', 'bergamot', 'orange_zest', 'lemon', 'slice', 'hay', 'floral', 'heather', 'ash']","['long', 'sea_spray', 'dr', 'grass', 'ash', 'citrus']",40.08,Islay Whisky,Bowmore,Bowmore,12.0,40.0,,,,,,,,,,,,,,
86,Kilchoman 100% Islay 11th Edition,"['peach', 'hay', 'lemon', 'peel', 'heather_honey', 'cinnamon', 'ginger']","['vegetal', 'peat', 'floral', 'fresh', 'underneath', 'red', 'plum', 'new_leather']","['salted', 'nut', 'date', 'brown_sugar']",82.49,Islay Whisky,Kilchoman,Kilchoman,,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,Jura 21 Year Old Tide,"['white', 'chocolate', 'toasted', 'walnut', 'almond', 'gingersnap_biscuit', 'marzipan']","['gingerbread', 'butter', 'caramel', 'digestive_biscuit', 'tropical_fruit', 'banana']","['finish', 'allspice', 'pepper', 'honey']",145.56,Island Whisky,Jura,Jura,21.0,46.7,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Cardhu 12 Year Old,"['smooth', 'rounded', 'gentle', 'sweet', 'soft', 'peat_smoke', 'sweet', 'nothing']","['decent', 'sweet', 'rich', 'streak', 'smoke', 'apple', 'peel', 'bruised_pear']","['long', 'dr', 'smoke', 'malt', 'peat']",45.24,Speyside Whisky,Cardhu,Cardhu,12.0,40.0,,,,,,,,,,,,,,
89,Bladnoch 11 Year Old (2021 Release),"['vanilla', 'ice_cream', 'caramel', 'sauce', 'grass', 'fresh', 'subtle', 'cinnamon', 'nutmeg']","['honeydew_melon', 'butter_crumpet', 'lemongrass', 'pine_oil']","['toffee', 'honeycomb']",72.18,Lowland Whisky,Bladnoch,Bladnoch,11.0,46.7,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Arran Machrie Moor Cask Strength,"['lime', 'peel', 'pineapple', 'punch', 'peppercorn', 'nutmeg', 'cask_char']","['bonfire_ember', 'coastal_air', 'wave', 'juicy', 'mango', 'kiwi']","['toasted', 'barley', 'cacao']",54.87,Island Whisky,Arran,Arran,,56.2,,True,,,,,,,,,,,,
91,Bunnahabhain Stiùireadair,"['honey', 'roasted_nut', 'cinnamon', 'clove', 'salt', 'sea']","['brine', 'toasted', 'sugar', 'caramel', 'raisin']","['sherry', 'peel', 'chilli', 'chocolate']",43.52,Islay Whisky,Bunnahabhain,Bunnahabhain,,46.3,,,,,,,,,,,,,,
92,Ardbeg Corryvreckan,"['cream', 'spice', 'fresh', 'fruit', 'medicinal', 'plaster', 'clementines', 'orange']","['plaster', 'butter', 'cream', 'roast', 'chicken', 'crisp', 'herbal', 'pine']","['salt', 'medicinal', 'meat', 'peat', 'fleeting', 'tarmac', 'chilli', 'salt']",71.44,Islay Whisky,Ardbeg,Ardbeg,,57.1,False,True,,,,,,,,,,,,
93,Glen Scotia 11 Year Old Double Sherry Cask Finish,"['cream', 'vanilla', 'spiced', 'fudge', 'pinch', 'rock', 'salt', 'oil', 'citrus', 'plump', 'fruit']","['salted_caramel', 'plum', 'skin', 'brown_sugar', 'wax', 'peel', 'pepper', 'oak']","['toasted', 'nut', 'dr', 'finish']",64.16,Campbeltown Whisky,Glen Scotia,Glen Scotia,11.0,54.1,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,Balblair 12 Year Old,"['juicy', 'red', 'apple', 'cooked', 'pear', 'layer', 'honey', 'barley']","['wax', 'peel', 'sponge_cake', 'soft', 'cedar', 'earth', 'nutmeg']","['honey', 'milky_tea', 'sultana']",44.61,Highland Whisky,Balblair,Balblair,12.0,46.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Talisker Port Ruighe,"['initial', 'characteristic', 'talisker', 'brine', 'sweet', 'usual', 'thick', 'mouth_coating', 'storm', 'chilli', 'chocolate', 'orange', 'increasingly']","['wave', 'initial', 'sea_spray', 'complex', 'crayola', 'crayon', 'orange', 'pith', 'white', 'chocolate', 'demerara', 'plaster', 'briefly', 'plummy', 'umeshu']","['milk_chocolate', 'cocoa', 'oak', 'mocha', 'faint', 'orange', 'pith']",58.13,Island Whisky,Talisker,Talisker,,45.8,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,Royal Lochnagar 16 Year Old (Special Release 2021),"['chilli', 'warm', 'baking_spice', 'apple', 'tart', 'tatin', 'cream', 'texture']","['cream', 'toffee', 'brioche', 'vanilla', 'apple']","['spice', 'finish', 'cream', 'short']",228.17,Highland Whisky,Lochnagar,Lochnagar,16.0,57.5,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Mortlach 20 Year Old,"['clove', 'brandy_butter', 'chewy_date', 'orange_peel', 'oak', 'hobnob', 'biscuit']","['roast_chestnut', 'tobacco', 'swiftly', 'dense', 'chocolate', 'red_berry', 'rich', 'meaty_malt', 'underneath']","['christmas', 'spice', 'cooked', 'summer_berry']",229.27,Speyside Whisky,Mortlach,Mortlach,20.0,43.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,Dalmore 30 Year Old – 2021 Edition,"['black_forest', 'fruit', 'pear', 'tarte', 'tatin', 'victorian', 'plum']","['candy', 'orange', 'treacle', 'toffee', 'morello_cherry', 'freshly_baked', 'brioche']","['madagascan', 'vanilla_pod', 'napoleon', 'cake', 'almond']",5159.66,Highland Whisky,Dalmore,Dalmore,30.0,42.8,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Lindores Abbey MCDXCIV,"['viscous', 'pleasant', 'cream', 'oil', 'abv', 'enjoyable', 'heft', 'presence', 'aromatic', 'spice', 'nutmeg', 'clove', 'freshly', 'black_pepper', 'cream', 'caramel', 'vanilla', 'combination', 'balance', 'dark', 'fruit', 'apple', 'youth', 'wine_cask', 'occasional', 'development', 'composure', 'way', 'marzipan', 'pear', 'red_wine', 'chocolate', 'digestive', 'orange_rind', 'jam']","['malt', 'crisp', 'sherry', 'spice', 'soft', 'toffee_penny', 'hazelnut', 'condensed', 'milk', 'aroma', 'door', 'orchard', 'puff', 'pastry', 'vanilla', 'granny_smith', 'apple', 'conference_pear', 'fresh', 'dough', 'fig', 'plum', 'blueberry', 'fruit', 'core', 'orange_rind', 'foam_banana', 'cranberry', 'good_measure', 'light', 'floral', 'herbal', 'away', 'helping', 'posh', 'dark_chocolate', 'salt', 'porridge', 'pipe_tobacco', 'intriguing', 'depth']","['medium_length', 'pang', 'bitter', 'oak', 'syrup', 'anise', 'peppermint', 'reminder', 'plump', 'orchard_fruit', 'dairy', 'cream', 'new', 'character']",51.54,Scotch Whisky,Lindores Abbey,Lindores Abbey,,46.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
100,Dalmore Cigar Malt,"['toffee', 'caramel', 'edging', 'cinder_toffee', 'thing', 'orange_zest', 'perfectly', 'sherry']","['caramel', 'shortbread', 'biscuit', 'coffee', 'chocolate', 'simple', 'clean', 'moreish']","['reasonably', 'simple', 'christingle', 'orange_zest', 'cinnamon', 'mid', 'coating']",88.06,Highland Whisky,Dalmore,Dalmore,,44.0,False,False,,,,,,,,,,,,
101,Glenmorangie Lasanta 12 Year Old,"['dash', 'tart', 'raspberry', 'coulis', 'generous_helping', 'sherry', 'fruit', 'orange', 'marmalade', 'nut', 'berry', 'jam', 'sweet', 'brown_sugar', 'cereal']","['plum', 'baking_spice', 'milk_chocolate', 'raisin', 'caramel', 'toast', 'oak']","['silk', 'long', 'oil', 'orange_peel', 'cinnamon', 'hazelnut', 'praline', 'bitter', 'dark_chocolate']",50.06,Highland Whisky,Glenmorangie,Glenmorangie,12.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Aultmore 28 Year Old (That Boutique-y Whisky Company),"['slightly', 'chocolate', 'plenty', 'christmas', 'spice', 'body', 'dark', 'fruit', 'cream', 'toffee', 'exotic', 'fruit', 'sandalwood', 'red_grape', 'depth']","['orange', 'liqueur', 'fruit', 'american', 'blueberry_pancake', 'underneath', 'soft', 'new_leather', 'lacquered', 'oak', 'slowly', 'cinnamon', 'nutmeg', 'heat']","['bittersweet', 'wonderfully', 'long']",171.93,Speyside Whisky,Aultmore,That Boutique-y Whisky Company,28.0,48.1,,,,,,,,,,,,,,
103,Octomore 11.3 5 Year Old Islay Barley,"['soft', 'vanilla', 'apricot', 'arrive', 'smoke', 'slowly', 'savoury', 'long']","['thyme_honey', 'bonfire_beach', 'vanilla', 'blossom']","['heather', 'salted_caramel', 'lemon']",204.31,Islay Whisky,Bruichladdich,Bruichladdich,5.0,61.7,,,,,,,,,,,,,,
104,The Glenrothes 18 Year Old - Soleo Collection,"['plenty', 'fruit', 'crisp', 'pear', 'stem_ginger']","['decadent', 'vanilla', 'orange', 'cherry', 'almond', 'developing']","['sweet', 'vanilla', 'pear', 'pepper', 'flourish']",114.42,Speyside Whisky,Glenrothes,Glenrothes,18.0,43.0,,,,,,,,,,,,,,
105,Aberlour A'Bunadh Batch 70,"['gingerbread', 'orange_zest', 'black_pepper', 'thick', 'sherry', 'vanilla_pod']","['christmas_cake', 'cherry', 'bakewells', 'hefty', 'helping', 'cinnamon']","['cedar', 'cinnamon', 'raisin']",91.68,Speyside Whisky,Aberlour,Aberlour,,61.2,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,Glengoyne 25 Year Old,"['vanilla', 'dark_chocolate', 'sherry', 'time', 'shape', 'rich', 'spiced', 'fruit', 'cake', 'orange', 'oak']","['big', 'sherry', 'fruit', 'raisin', 'fig', 'orange', 'waft', 'toasted', 'almond', 'classic', 'old_leather']","['finish', 'red', 'fruit', 'black_pepper']",401.31,Highland Whisky,Glengoyne,Glengoyne,25.0,48.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,Jura 10 Year Old,"['oil', 'subtly', 'earth', 'vanilla_pod', 'chocolate', 'raisin']","['honeyed', 'barley', 'peach', 'syrup', 'light', 'waft', 'fragrant', 'wood_smoke']","['smoke', 'round', 'thing']",33.2,Island Whisky,Jura,Jura,10.0,40.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,Smokehead Rum Rebel,"['enjoyably', 'savoury', 'tropical_fruit', 'cola', 'cube', 'sweet', 'control']","['clear', 'islay', 'smoke', 'seaweed', 'bbq', 'pineapple', 'fresh', 'mango']","['wax', 'orange', 'vanilla', 'final', 'ember', 'beach_bonfire']",57.21,Islay Whisky,Smokehead,Smokehead,,46.0,,,,,,,,,,,,,,
109,Bruichladdich 28 Year Old 1990 - Poise and Perseverance,"['richly', 'drawing', 'room', 'chesterfield', 'tale', 'implausible', 'companion', 'bookshelf', 'corner']","['venerable', 'oatcake', 'barley', 'grist', 'apple', 'juice', 'merest', 'suggestion', 'woodsmoke']","['clove', 'allspice', 'ginger', 'biscuit', 'lick', 'woodsmoke', 'proceeding', 'close']",240.73,Islay Whisky,Bruichladdich,Poise and Perseverance,28.0,47.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,Jura 12 Year Old Gift Pack with 2x Glasses,"['chocolate', 'fudge', 'pear', 'portion', 'pepper', 'malt', 'away']","['nutty', 'barley', 'white', 'wine', 'cinnamon', 'melon']","['sherbet', 'lemon', 'sultanas']",47.01,Island Whisky,Jura,Jura,12.0,40.0,,,,,,,,,,,,,,
111,Auchentoshan 44 Year Old 1966,"['mouth', 'incredibly', 'soft', 'sweet', 'honey', 'mead', 'distant', 'herbaceous']","['eucalyptus', 'aroma', 'acacia_honey', 'christmas_cake']","['finish', 'long', 'fresh', 'mint']",4299.72,Lowland Whisky,Auchentoshan,Auchentoshan,44.0,40.9,,,,,,,,,,,,,,
112,Allt-á-Bhainne 23 Year Old (That Boutique-y Whisky Company),"['sweet', 'oak', 'element', 'grass', 'tart', 'citrus', 'caramel', 'fruit', 'orange_peel', 'raspberry', 'ice_cream']","['vanilla', 'puff', 'pastry', 'dust', 'apple_skin', 'rhubarb', 'crumble', 'gooey', 'toffee']","['lemon', 'sponge', 'soft', 'finish']",154.73,Speyside Whisky,Allt-á-Bhainne,That Boutique-y Whisky Company,23.0,49.5,,,,,,,,,,,,,,
113,GlenDronach Port Wood,"['chocolate', 'fudge', 'brown_sugar', 'dark', 'fruit', 'blackberry', 'gently', 'bitter', 'rich', 'oak']","['fruit', 'galore', 'boozy', 'raisin', 'date', 'fresh', 'juicy', 'tropical', 'berry', 'jam', 'buttered', 'croissant']","['mixed', 'grape', 'tannin', 'oak', 'fruit', 'sweet', 'charred', 'wood']",68.74,Highland Whisky,GlenDronach,GlenDronach,,46.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,The Ileach Peaty,"['smooth', 'malt', 'peat', 'pepper', 'spice', 'tannin', 'fruit']","['youth', 'peat', 'herbal', 'oak', 'grass', 'coast']","['faint', 'iodine', 'coastal', 'malt']",38.36,Islay Whisky,The Ileach,Highlands and Islands Whisky Company,,40.0,,,,,,,,,,,,,,
115,anCnoc 18 Year Old,"['spiced', 'vanilla', 'lemon', 'gooseberry', 'fig', 'roll']","['unrefined', 'sugar', 'raw', 'honey', 'blood_orange', 'satsuma', 'segment']","['long', 'finish', 'sherry', 'spice']",85.94,Highland Whisky,Knockdhu,Knockdhu,18.0,46.0,False,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,Laphroaig Quarter Cask,"['big', 'rush', 'sweet', 'fact', 'explosion', 'sweet', 'fiery', 'chilli', 'heat', 'tcp', 'sweet', 'cereal', 'cola', 'syrup']","['oil', 'butter', 'toffee', 'nutty', 'bicarbonate', 'soda', 'rum_raisin', 'ice_cream', 'zest']","['medium_length', 'fruit', 'custard', 'cigar', 'smoke']",40.07,Islay Whisky,Laphroaig,Laphroaig,,48.0,,,,,,,,,,,,,,
117,Mortlach 12 Year Old,"['oak', 'soft', 'raisin', 'bit', 'olive_oil']","['damson', 'toasted', 'almond', 'cinder_toffee', 'heavy', 'barley']","['bit', 'jammy', 'bit', 'nutty', 'citrus', 'oil']",51.47,Speyside Whisky,Mortlach,Mortlach,12.0,43.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,Kingsbarns Dream to Dram,"['smooth', 'texture', 'sweet', 'cereal', 'light', 'fruit', 'roast', 'coffee']","['fill', 'bourbon_cask', 'vanilla', 'crème_brûlée', 'plus', 'lot', 'new', 'character', 'tropical_fruit', 'alcohol']","['banana_bread', 'thing']",49.19,Lowland Whisky,Kingsbarns,Kingsbarns,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
